formula_pretty,formation_energy_per_atom,density,spacegroup_number,volume_per_atom,mean MeltingT,mean CovalentRadius,avg_dev CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range GSvolume_pa,d_electron_density,chem_geo_coupling,range Polarizability,mean Polarizability
NaTlHg2,-0.184693676,10.12002845,225,25.78394252,354.1275,143.75,11.75,1.07,1.6375,0.25,7.5,4.005747126,0.281350656,19.240625,18.75,10.595
Mg17Al11Tl,0.003300203,2.530244226,8,20.69228053,915.0403448,133.5517241,9.521997622,0.31,1.434482759,0.413793103,0.344827586,10.43,0.016741445,13.65914142,3.966666667,9.151149425
Na4TlAu,-0.203975013,4.924116725,69,27.72608174,566.3016667,157.5,11.33333333,1.61,1.313333333,0.166666667,3.333333333,12.54333333,0.124545926,14.88444444,18.31,18.29833333
Ca2TlIn,-0.533947885,5.779674421,123,28.68450495,809.1875,159.75,16.25,0.78,1.35,0.5,5,13.51,0.157840739,21.9375,18.18333333,17.16666667
NaTl2Bi,-0.188457399,8.784361135,225,30.28018829,517.3175,151,7.5,1.09,1.5475,1.25,7.5,6.04,0.258590967,11.60625,23.71,9.9025
NaTl2Pd,-0.172531865,10.45704488,225,21.36509157,838.23,148.75,8.625,1.27,1.5925,0.5,7.5,14.83333333,0.307776486,13.7353125,19.31,11.0025
NaCaTl2,-0.324207005,7.128887697,225,27.47621496,659.9675,158,13,0.69,1.2925,0.5,5,10.86,0.165517241,16.8025,18.18333333,16.23583333
NaSrTl2,-0.320486355,6.82190261,225,31.60572646,643.7175,162.75,17.75,0.69,1.28,0.5,5,27.32,0.145673497,22.72,18,16.19
GaCuNi2,2.059158472,0.786484802,71,132.3050831,1279.17,125.5,3.25,0.1,1.8825,0.25,9,8.5375,0.711919711,6.118125,1.97,6.9675
AlGaNi2,1.811484961,0.602510429,71,147.5107378,1173.095,122.75,1.25,0.3,1.81,0.5,6.5,8.5375,0.464472333,2.2625,1.32,7.13
GaNiPt2,2.025478913,1.392698745,71,154.579312,1528.4275,129.5,6.5,0.47,2.07,0.25,9,8.5375,0.6079284,13.455,1.62,6.98
LiGaIr2,2.551187513,1.033126943,71,185.2800491,1558.65,133,8,1.22,1.7975,0.25,6,4.6475,0.375758366,14.38,16.735,11.91375
AlGaIr2,2.26735072,1.122102522,71,178.0027502,1678.595,131.25,9.75,0.59,1.955,0.5,6,4.6475,0.376426303,19.06125,1.32,7.53
Mg6GaNi,0.008339305,2.983210157,38,19.08166191,946.11375,136.5,6.75,0.6,1.4475,0.125,2.25,12.57,0.108096747,9.770625,3.966666667,9.94
Mg6GaNi,0.011365389,2.939511605,38,19.36532842,946.11375,136.5,6.75,0.6,1.4475,0.125,2.25,12.57,0.108096747,9.770625,3.966666667,9.94
SrMg6Ga,0.012054702,2.428032833,38,25.91761752,861.36375,145.375,12.40625,0.86,1.3275,0.125,1.25,35.3725,0.047522306,16.46929688,17.43,12.28375
SrMg6Ga,0.030924935,2.484423566,38,25.32934688,861.36375,145.375,12.40625,0.86,1.3275,0.125,1.25,35.3725,0.047522306,16.46929688,17.43,12.28375
NiHg4,0.017052958,12.63426868,229,22.63388322,533.056,130.4,2.56,0.09,1.982,0,9.6,14.91758621,0.431381785,5.07392,1.44,5.648
Mg3Hg,-0.114670318,5.243787126,194,21.65256362,750.83,138.75,3.375,0.69,1.4825,0,2.5,2.347586207,0.106487669,5.0034375,5.406666667,9.415
Mg3Hg,-0.114536077,5.499161006,221,20.64704675,750.83,138.75,3.375,0.69,1.4825,0,2.5,2.347586207,0.106487669,5.0034375,5.406666667,9.415
InHg3,0.013582547,10.39906705,21,28.60646927,283.1775,134.5,3.75,0.22,1.945,0.25,10,0.977586207,0.400108995,7.29375,4.29,6.4325
NaHg3,-0.193960483,10.38082047,221,24.9844896,268.4575,140.5,12.75,1.07,1.7325,0,7.5,4.005747126,0.285833813,22.089375,18.75,10.0475
Na3Hg,-0.132744349,4.063895099,225,27.53600613,336.7325,157.5,12.75,1.07,1.1975,0,2.5,4.005747126,0.088520967,15.268125,18.75,19.4225
InHg3,0.014008419,11.21398959,21,26.52763228,283.1775,134.5,3.75,0.22,1.945,0.25,10,0.977586207,0.400108995,7.29375,4.29,6.4325
Ag3Hg,0.021212263,11.85447451,194,18.35689998,984.7775,141.75,4.875,0.07,1.9475,0,10,8.907586207,0.538883211,9.4940625,1.63,6.5825
Na3Hg,-0.130422929,4.041221111,139,27.69050178,336.7325,157.5,12.75,1.07,1.1975,0,2.5,4.005747126,0.088520967,15.268125,18.75,19.4225
MgHg2,-0.109589847,10.16080487,12,23.17842842,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
HgPd3,-0.113553506,13.2936707,221,16.2338765,1429.6175,137.25,2.625,0.2,2.15,0,10,10.82758621,0.584218054,5.64375,0.56,4.94
Hg2Pt,-0.080404438,14.64326916,123,22.53867529,836.68,133.3333333,1.777777778,0.28,2.093333333,0,9.666666667,10.21758621,0.442780726,3.721481481,1.14,5.74
CdHg2,0.022284122,11.81256199,12,24.06584676,354.2866667,136,5.333333333,0.31,1.896666667,0,10,5.742586207,0.428754124,10.11555556,1.96,6.013333333
HgPb2,0.022302264,11.59294411,164,29.36311693,478.5133333,141.3333333,6.222222222,0.33,2.22,1.333333333,10,2.872413793,0.368289823,13.81333333,1.635,6.45
MgHg2,-0.108657893,10.79687112,139,21.81293873,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
InHg3,0.017759952,11.51907875,194,25.82503328,283.1775,134.5,3.75,0.22,1.945,0.25,10,0.977586207,0.400108995,7.29375,4.29,6.4325
HgPb4,0.023017,11.3625536,166,30.08729146,527.352,143.2,4.48,0.33,2.264,1.6,10,2.872413793,0.36316732,10.14272,1.635,6.668
TlHg,0.006069701,11.87377511,166,28.31761506,405.66,138.5,6.5,0.38,1.81,0.5,10,1.672413793,0.38352686,11.765,2.19,6.455
MgHg2,-0.115072893,10.78946746,12,21.82790662,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
MgHg2,-0.106025628,10.7739495,15,21.85934586,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
LiHg3,-0.175061617,11.50967149,225,21.95519647,289.1625,131,1.5,1.02,1.745,0,7.5,8.644252874,0.325005635,2.6175,18.975,10.10375
CdHg2,0.026849117,11.26221575,139,25.24186295,354.2866667,136,5.333333333,0.31,1.896666667,0,10,5.742586207,0.428754124,10.11555556,1.96,6.013333333
Mg3Hg,-0.105150789,5.279536188,155,21.50594869,750.83,138.75,3.375,0.69,1.4825,0,2.5,2.347586207,0.106487669,5.0034375,5.406666667,9.415
Tl3Hg,0.018193176,11.84234378,221,28.52574877,491.33,141.75,4.875,0.38,1.715,0.75,10,1.672413793,0.377473919,8.360625,2.19,7.0025
SrHg8,-0.164657878,11.13271568,62,28.04743109,324.9511111,139,12.44444444,1.05,1.883333333,0,8.888888889,28.99241379,0.312340548,23.43703704,20.19,7.603333333
Sr11Hg54,-0.26430143,10.83303551,174,27.81688892,372.3581538,142.6615385,17.71455621,1.05,1.822307692,0,8.307692308,28.99241379,0.275600244,32.28137205,20.19,8.776769231
HgPd3,-0.107202958,13.24051545,194,16.29904888,1429.6175,137.25,2.625,0.2,2.15,0,10,10.82758621,0.584218054,5.64375,0.56,4.94
Mg5Hg,-0.059197021,4.141581968,38,21.52496902,808.22,139.5,2.5,0.69,1.425,0,1.666666667,2.347586207,0.071588323,3.5625,5.406666667,9.865555556
LiHg3,-0.171364115,11.64782164,221,21.69479468,289.1625,131,1.5,1.02,1.745,0,7.5,8.644252874,0.325005635,2.6175,18.975,10.10375
SrHg3,-0.389274643,9.887759559,62,28.94384264,438.24,147.75,23.625,1.05,1.7375,0,7.5,28.99241379,0.230870887,41.0484375,20.19,10.4075
MgHg3,-0.067053698,10.99611755,194,23.636115,406.49,134.25,3.375,0.69,1.8275,0,7.5,2.347586207,0.304251123,6.1678125,5.406666667,6.711666667
Ag3Hg,0.031824622,11.81523284,221,18.41786834,984.7775,141.75,4.875,0.07,1.9475,0,10,8.907586207,0.538883211,9.4940625,1.63,6.5825
Sr13Hg58,-0.282617773,10.6475332,194,28.05719033,383.6698592,143.5352113,18.84626066,1.05,1.807746479,0,8.169014085,28.99241379,0.267432692,34.06926135,20.19,9.056760563
Ca4Hg9,-0.45598678,9.481203713,215,26.48148111,505.2984615,145.5384615,18.74556213,1,1.692307692,0,6.923076923,12.53241379,0.237957829,31.72325899,20.37333333,11.62871795
HgPb2,0.033000688,11.05246259,12,30.79901613,478.5133333,141.3333333,6.222222222,0.33,2.22,1.333333333,10,2.872413793,0.368289823,13.81333333,1.635,6.45
In3Hg,0.027935738,8.673189449,194,26.08806312,380.8925,139.5,3.75,0.22,1.835,0.75,10,0.977586207,0.408090033,6.88125,4.29,8.5775
Cd3Hg,0.033984154,10.07628567,194,22.15786976,504.245,141,4.5,0.31,1.7675,0,10,5.742586207,0.477768328,7.95375,1.96,6.83
Mg5Hg,-0.053892831,4.156188986,155,21.44931904,808.22,139.5,2.5,0.69,1.425,0,1.666666667,2.347586207,0.071588323,3.5625,5.406666667,9.865555556
CdHg3,0.036664294,11.96764821,225,24.77356933,324.295,135,4.5,0.31,1.9225,0,10,5.742586207,0.420133827,8.65125,1.96,5.85
CdHg3,0.037578842,11.84520906,139,25.02964375,324.295,135,4.5,0.31,1.9225,0,10,5.742586207,0.420133827,8.65125,1.96,5.85
HgPb3,0.038397376,11.56008665,123,29.5257003,509.0375,142.5,5.25,0.33,2.2475,1.5,10,2.872413793,0.365071472,11.799375,1.635,6.58625
MgHg2,-0.092307758,10.5780518,12,22.26416477,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
Hg5Pd2,-0.055587899,14.0899716,127,20.46913578,689.6714286,134,2.857142857,0.2,2.057142857,0,10,10.82758621,0.451589796,5.87755102,0.56,5.2
Cd3Hg,0.039806101,9.956592004,187,22.4242417,504.245,141,4.5,0.31,1.7675,0,10,5.742586207,0.477768328,7.95375,1.96,6.83
CdHg3,0.039910486,11.91671717,194,24.87944948,324.295,135,4.5,0.31,1.9225,0,10,5.742586207,0.420133827,8.65125,1.96,5.85
Mg5Hg,-0.047227036,4.193874743,189,21.25657752,808.22,139.5,2.5,0.69,1.425,0,1.666666667,2.347586207,0.071588323,3.5625,5.406666667,9.865555556
Ca14Hg51,-0.32311952,10.63779085,174,25.91512517,424.0049231,141.4769231,14.87147929,1,1.784615385,0,7.846153846,12.53241379,0.28085295,26.53987073,20.37333333,9.748102564
HgAu3,0.041530126,17.75038747,194,18.5108576,1061.5775,135,1.5,0.54,2.405,0,10,8.537586207,0.530943477,3.6075,0.44,5.69
MgHg2,-0.088477013,10.75617807,63,21.89546201,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
MgHg3,-0.054414333,11.598321,221,22.40888996,406.49,134.25,3.375,0.69,1.8275,0,7.5,2.347586207,0.304251123,6.1678125,5.406666667,6.711666667
MgHg5,-0.020116015,11.00604472,155,25.83121521,349.1,133.5,2.5,0.69,1.885,0,8.333333333,2.347586207,0.335395049,4.7125,5.406666667,6.261111111
MgHg5,-0.01944945,11.89250887,155,23.90576395,349.1,133.5,2.5,0.69,1.885,0,8.333333333,2.347586207,0.335395049,4.7125,5.406666667,6.261111111
SrCa(Ni2Sn)4,-0.329771816,7.469161492,97,17.02466257,1286.38,137.0714286,14.93877551,1.01,1.790714286,0.571428571,7.428571429,43.91,0.33799155,26.75107872,18.93333333,9.565952381
Mg2ZnIr,1.825775785,0.544748551,71,233.3722783,1319.42,136.25,7.125,0.89,1.6175,0,4.25,8.93,0.229885057,11.5246875,4.95,8.7375
Zn2NiPt,1.736641055,1.212705705,71,131.6551254,1288.69,126,5,0.63,1.8725,0,9.25,4.7,0.69470522,9.3625,0.983333333,6.233333333
MgZnPt2,1.607026336,0.940829074,71,211.7448405,1424.62,133.75,5.875,0.97,1.88,0,7,8.93,0.418597698,11.045,4.95,7.395833333
LiZnPt2,1.658126372,1.038423952,71,184.9026129,1307.2925,130.5,5.5,1.3,1.7975,0,7,2.633333333,0.46209704,9.88625,18.51833333,10.78791667
AlZnNi2,1.811301873,0.61628475,71,141.3078394,1270.5375,122.75,1.25,0.3,1.77,0.25,6.5,6.16,0.509005482,2.2125,0.983333333,6.554166667
ZnNiPd2,1.923839845,0.766404643,71,182.5099912,1519.195,131,8,0.55,1.99,0,9.5,4.09,0.715630885,15.92,2,5.554166667
ZnCdRh2,2.099868664,0.73847144,71,215.6597493,1440.225,137.5,7.75,0.63,1.975,0,9,5.855,0.592738948,15.30625,2.783333333,7.584166667
Na2ZnSn5,2.26956126,0.205182856,24,713.130963,494.9775,143.625,11.1875,1.03,1.66375,1.25,7.5,19.325,0.251180899,18.61320313,18.29333333,11.16708333
Zn2IrPd,2.027407327,0.972224767,71,183.374984,1488.1025,131,9,0.55,1.925,0,9.25,0.45,0.654403962,17.325,2.8,6.008333333
ZnInRh2,1.930653106,0.750681357,71,213.4831158,1399.1075,137,7.5,0.63,1.9975,0.25,9,10.62,0.549618321,14.98125,3.833333333,8.166666667
ZnSnRh2,1.980978344,0.783702042,71,206.5497993,1417.94,136.25,7.125,0.63,2.0425,0.5,9,19.645,0.483059376,14.5528125,2.783333333,7.519166667
Zn2IrPt,2.200514155,1.133123049,71,189.8198174,1541.44,130.25,8.25,0.63,1.945,0,9,1.06,0.62992126,16.04625,1.783333333,6.433333333
ZnInIr2,2.468032061,1.065983914,71,219.9005157,1650.1075,136.5,7.25,0.55,1.9575,0.25,8.5,10.3,0.510204082,14.191875,3.833333333,7.666666667
Zn2IrRh,2.390151628,0.960729148,71,184.0505312,1590.34,131.75,9.75,0.63,1.945,0,8.75,0.57,0.627577551,18.96375,2.783333333,6.958333333
LiAlPd,-0.557076072,5.532863583,187,14.04000325,1071.736667,129.3333333,6.444444444,1.22,1.596666667,0.333333333,3.333333333,2.183333333,0.210600211,10.28962963,19.535,11.97833333
SrLiMg6,0.053786116,1.892047263,38,26.37213765,880.21125,146.125,12.21875,0.36,1.22375,0,0,37.63666667,0,14.95269531,14.78333333,14.310625
Sr2LiPt,-0.404384297,5.657799864,225,27.6813994,1148.7725,163.5,31.5,1.33,1.29,0,2.25,39.21,0.064252058,40.635,19.05,20.48375
Li2SnPd,-0.466714865,6.347587702,225,15.6314801,810.1275,133.5,5.5,1.22,1.53,0.5,5,18.875,0.247274825,8.415,19.535,15.1325
SrLiMg6,0.060539708,1.90032164,38,26.25730812,880.21125,146.125,12.21875,0.36,1.22375,0,0,37.63666667,0,14.95269531,14.78333333,14.310625
LiInIr,-0.247655547,10.88592306,187,15.96463651,1207.48,137,6,1.22,1.653333333,0.333333333,5.666666667,10.05,0.308735396,9.92,16.735,13.86166667
Bi,0,9.485055058,166,36.58598887,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.04954518,10.10913438,221,34.32738212,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.050300225,10.19872752,12,34.02582511,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.058095357,9.786645986,11,35.45853394,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.062386567,9.911368701,11,35.01233072,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.071962377,9.969674129,12,34.80756887,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.07226497,9.982727061,63,34.76205617,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.08174028,10.38655286,141,33.41051872,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.085859415,9.895900014,11,35.06705993,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.096277075,10.29014117,69,33.72355278,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.09904825,10.32361623,51,33.61420176,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.100849827,10.661221,64,32.54975382,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.2149163,8.484590145,140,40.90004501,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.235286975,11.15213738,229,31.11691572,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,0.599397895,6.132855238,51,56.58377793,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,1.077316885,0.921036334,12,376.7713671,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Bi,1.16658902,3.345659429,139,103.7224876,544.4,148,0,0,2.02,3,10,0,0.303490137,0,0,0.4
Sr2LiIr,1.498975655,0.486574036,71,319.4285244,1323.1725,164.75,30.25,1.25,1.27,0,1.75,40.02,0.050264487,38.4175,17.95,20.75875
LiCd2Ir,1.597685918,0.69447479,71,253.4416525,1095.2825,139.25,5.625,1.22,1.64,0,6.75,5.285,0.386856433,9.225,17.015,11.64375
Zn2IrAu,1.637304404,1.076842933,71,200.4663107,1365.4225,130.25,8.25,0.89,2.01,0,9.25,2.74,0.628930818,16.5825,1.8,6.258333333
Zn2AgIr,1.757787046,0.870591361,71,205.4728629,1339.8225,132.5,10.5,0.55,1.8575,0,9.25,2.37,0.632911392,19.50375,1.783333333,6.555833333
Mg2CdIr,1.776777515,0.516846318,71,283.7233612,1294.805,141.75,1.125,0.89,1.6275,0,4.25,8.68,0.213876832,1.8309375,3.446666667,9.113333333
MgZn2Ir,1.782162669,0.624658884,71,230.8346418,1261.84,131.5,9.5,0.89,1.7025,0,6.75,8.93,0.415256844,16.17375,4.95,7.5
Mg2ZnIr,1.825775785,0.544748551,71,233.3722783,1319.42,136.25,7.125,0.89,1.6175,0,4.25,8.93,0.229885057,11.5246875,4.95,8.7375
LiSn2Ir,1.787932522,0.79994707,71,226.5633727,1050.7125,136.75,4.375,1.22,1.775,1,6.75,19.075,0.277283308,7.765625,17.275,11.51375
LiMg2Ir,1.803425847,0.420353643,71,244.6918508,1259.6725,137.75,4.875,1.22,1.45,0,1.75,8.68,0.0914037,7.06875,16.735,13.36708333
Mg2CuIr,2.016831928,0.672351713,71,187.9311257,1485.6925,138.75,3.375,0.89,1.68,0,4.25,11.82,0.23923445,5.67,4.616666667,8.820833333
Zn2IrPd,2.027407327,0.972224767,71,183.374984,1488.1025,131,9,0.55,1.925,0,9.25,0.45,0.654403962,17.325,2.8,6.008333333
In2IrRh,2.076699481,1.253040804,71,173.8534745,1458.875,141.75,0.375,0.5,2.01,0.5,8.75,10.62,0.458295142,0.75375,2.05,8.875
Mg2IrPd,1.99239792,0.676960581,71,212.9434214,1603.2625,140.5,0.75,0.89,1.755,0,4.25,8.68,0.228494624,1.31625,5.966666667,8.483333333
Zn2IrPt,2.200514155,1.133123049,71,189.8198174,1541.44,130.25,8.25,0.63,1.945,0,9,1.06,0.62992126,16.04625,1.783333333,6.433333333
Al2CuIr,1.907406734,0.732510592,71,175.5306534,1490.9275,128.75,7.75,0.59,1.83,0.5,4.25,5.41,0.291895604,14.1825,1.45,6.8375
Mg2IrPt,2.100764768,0.821796332,71,220.2027488,1656.6,139.75,1.875,0.97,1.775,0,4,8.68,0.213304893,3.328125,4.266666667,8.908333333
ZnInIr2,2.468032061,1.065983914,71,219.9005157,1650.1075,136.5,7.25,0.55,1.9575,0.25,8.5,10.3,0.510204082,14.191875,3.833333333,7.666666667
Zn2IrRh,2.390151628,0.960729148,71,184.0505312,1590.34,131.75,9.75,0.63,1.945,0,8.75,0.57,0.627577551,18.96375,2.783333333,6.958333333
LiGaIr2,2.551187513,1.033126943,71,185.2800491,1558.65,133,8,1.22,1.7975,0.25,6,4.6475,0.375758366,14.38,16.735,11.91375
Ca8In3,-0.417590736,2.994207976,2,33.5310406,928.1136364,166.7272727,13.48760331,0.78,1.212727273,0.272727273,2.727272727,13.51,0.080012802,16.35678437,16.08333333,21.3469697
CaNi2,-0.189147308,5.782393775,227,15.07313765,1523.666667,141.3333333,23.11111111,0.91,1.606666667,0,5.333333333,27.45,0.273925698,37.13185185,18.93333333,13.11111111
Ca2Ag7,-0.220753976,7.517089827,63,20.50051168,1208.278889,151.8888889,10.71604938,0.93,1.723333333,0,7.777777778,21.44,0.368712141,18.4673251,18.74333333,11.15518519
CaAl4,-0.220582134,2.346956254,139,20.9434394,969.776,132,17.6,0.61,1.488,0.8,0,21.29,0,26.1888,18.93333333,10.58666667
Ca31Sn20,-0.656129291,3.77878329,140,31.16230505,875.8156863,161.4901961,17.63936947,0.96,1.376470588,0.784313725,3.921568627,4.485,0.108898653,24.28007327,18.67333333,18.41045752
CaIn,-0.583089219,4.522365873,139,28.43764376,772.375,159,17,0.78,1.39,0.5,5,13.51,0.161212317,23.63,16.08333333,17.69166667
Ca11Bi10,-0.945615454,6.222752423,139,32.15743674,843.2857143,162.6666667,13.96825397,1.02,1.485714286,1.428571429,4.761904762,4.82,0.134233593,20.75283447,25.33333333,13.66984127
CaGa4,-0.423352852,5.322225451,139,19.90378465,465.328,132.8,17.28,0.81,1.648,0.8,8,18.9125,0.35335689,28.47744,17.61333333,11.64266667
Ca5Au2,-0.572746819,4.433039912,15,31.80329037,1178.522857,164.5714286,16.32653061,1.54,1.44,0,2.857142857,21.07,0.089988751,23.51020408,19.93333333,20.03809524
Ca5Pt2,-0.735855072,4.807284508,15,29.14162658,1379.685714,164.5714286,16.32653061,1.28,1.365714286,0,2.571428571,22.75,0.082233085,22.29737609,19.23333333,20.23809524
CaRh2,-0.437472897,7.698270188,227,17.67965532,1863,153.3333333,15.11111111,1.28,1.853333333,0,5.333333333,24.13,0.245964643,28.00592593,17.13333333,14.31111111
CaPd5,-0.36633101,8.811404424,191,17.97148098,1709.208333,145.1666667,10.27777778,1.2,2,0,8.333333333,23.36,0.455290475,20.55555556,20.93333333,8.288888889
Ca2Ni7,-0.148624289,6.331293565,166,14.30883571,1591.777778,135.5555556,17.97530864,0.91,1.707777778,0,6.222222222,27.45,0.37894167,30.69783265,18.93333333,11.00740741
CaZn5,-0.22794131,5.958730943,191,17.05122812,763.0666667,131,15,0.65,1.541666667,0,8.333333333,23.81,0.46481361,23.125,19.91666667,9.136111111
CaPd2,-0.71462436,7.419206723,227,18.86905323,1590.366667,151.3333333,16.44444444,1.2,1.8,0,6.666666667,23.36,0.300345397,29.6,20.93333333,11.77777778
CaPt5,-0.600580697,15.44790976,191,18.19312048,1887,142.6666667,11.11111111,1.28,2.066666667,0,7.5,22.75,0.398688757,22.96296296,19.23333333,9.705555556
Ca3Ga5,-0.584581634,4.382736919,63,22.20479164,607.44375,142.25,25.3125,0.81,1.50625,0.625,6.25,18.9125,0.240850685,38.12695313,17.61333333,14.725
CaPt2,-1.026136727,12.71173568,227,18.73440179,1732.6,149.3333333,17.77777778,1.28,1.853333333,0,6,22.75,0.265447574,32.94814815,19.23333333,12.91111111
Ca5Rh,-0.210306689,2.431266842,62,34.52480121,1302,170.3333333,9.444444444,1.28,1.213333333,0,1.333333333,24.13,0.039508124,11.45925926,17.13333333,22.87777778
CaAu,-0.854996235,7.783714245,63,25.28495747,1226.165,156,20,1.54,1.77,0,5,21.07,0.183587296,35.4,19.93333333,15.76666667
CaAl2,-0.355376705,2.449655374,227,21.24909544,993.98,139.3333333,24.44444444,0.61,1.406666667,0.666666667,0,21.29,0,34.38518519,18.93333333,13.11111111
CaIn2,-0.589382457,5.507262461,194,27.10788024,658.1666667,153.3333333,15.11111111,0.78,1.52,0.666666667,6.666666667,13.51,0.231776567,22.96888889,16.08333333,15.01111111
Ca3Au,-0.501264581,3.98455598,62,33.04784394,1170.5825,166,15,1.54,1.385,0,2.5,21.07,0.07691716,20.775,19.93333333,20.75
Ca5Zn3,-0.200851731,2.791938431,140,29.48659324,956.63,155.75,25.3125,0.65,1.24375,0,3.75,23.81,0.130022104,31.48242188,19.91666667,18.26458333
CaNi3,-0.158728327,6.276554158,166,14.29682301,1574.75,137,19.5,0.91,1.6825,0,6,27.45,0.349192492,32.80875,18.93333333,11.53333333
CaCu,-0.106770278,3.641315263,11,23.62768502,1236.385,154,22,0.9,1.45,0,5,26.7,0.204750205,31.9,19.58333333,15.94166667
Ca8In3,-0.417405857,2.984087889,1,33.6447561,928.1136364,166.7272727,13.48760331,0.78,1.212727273,0.272727273,2.727272727,13.51,0.080012802,16.35678437,16.08333333,21.3469697
Ca5Ga3,-0.429381379,2.908997132,140,29.22350422,810.46625,155.75,25.3125,0.81,1.30375,0.375,3.75,18.9125,0.122238181,33.00117188,17.61333333,19.12833333
Ca2In,-0.461358529,3.34663549,62,32.24750599,886.5833333,164.6666667,15.11111111,0.78,1.26,0.333333333,3.333333333,13.51,0.100200401,19.04,16.08333333,20.37222222
CaNi5,-0.11096845,6.90898722,191,13.36096703,1625.833333,132.6666667,14.44444444,0.91,1.758333333,0,6.666666667,27.45,0.447577487,25.39814815,18.93333333,9.955555556
SrCa3,0.000964701,1.849638625,194,46.65096231,1098.75,180.75,7.125,0.05,0.9875,0,0,16.46,0,7.0359375,0.183333333,25.6875
Ca3Ga8,-0.515835852,4.812399828,71,21.26845454,524.3890909,136.7272727,21.4214876,0.81,1.589090909,0.727272727,7.272727273,18.9125,0.302835295,34.04069121,17.61333333,12.92363636
CaMg2,-0.116317428,1.743340107,194,28.15856917,987,152.6666667,15.55555556,0.31,1.206666667,0,0,14.88,0,18.77037037,14.96666667,15.75555556
CaGa4,-0.42175217,5.387038823,12,19.66431516,465.328,132.8,17.28,0.81,1.648,0.8,8,18.9125,0.35335689,28.47744,17.61333333,11.64266667
CaCd3,-0.238078577,6.441814295,194,24.31534142,724.415,152,12,0.69,1.5175,0,7.5,18.275,0.311672121,18.21,18.41333333,11.92333333
Ca36Sn23,-0.65351534,3.781054274,127,31.06325208,877.2345763,161.5762712,17.60183855,0.96,1.374237288,0.779661017,3.898305085,4.485,0.108221289,24.18910288,18.67333333,18.45389831
Ca3Pd,-0.415276397,2.986315621,62,31.50770626,1293.2625,166.75,13.875,1.2,1.3,0,2.5,23.36,0.078296273,18.0375,20.93333333,20.5
CaNi5,-0.108525624,6.722252163,74,13.7321166,1625.833333,132.6666667,14.44444444,0.91,1.758333333,0,6.666666667,27.45,0.447577487,25.39814815,18.93333333,9.955555556
Ca3Hg,-0.329450113,3.738647322,62,35.62389948,894.83,165,16.5,1,1.25,0,2.5,12.53241379,0.072177367,20.625,20.37333333,20.64
Ca11Ga7,-0.437407986,2.990163993,225,28.65889431,799.1872222,155,25.66666667,0.81,1.315,0.388888889,3.888888889,18.9125,0.127860303,33.75166667,17.61333333,18.8837037
Ca7Au3,-0.591584341,4.566831082,61,31.68651555,1181.699,164,16.8,1.54,1.462,0,3,21.07,0.09539254,24.5616,19.93333333,19.75333333
Li2Ca,-0.015074193,1.055413047,227,28.29940635,674.1266667,144,21.33333333,0.02,0.986666667,0,0,21.17666667,0,21.04888889,1.398333333,24.80111111
